GML; 21707228 21705472; 21513144 21703318; 21000001 21710385; 21503981 21707432; 21505186 21710720; 21507879 20140524; 21712227 21712084; 21505282 20134250; 21506147 21504427; 20140777 21000002 21712798; 21708799 21504350 21404529; 21708325 21502689 21706894; 21507122 21506961; 21507221 20144769; 21500572 21602558; 21506945 21502642; 21503233 21507151 21500179; 21501136 21712091
GML; 21507122 21505282; 21404529 21500572; 21710720 21708799; 21706894 21506147; 21000001 20134250; 21712798 21503233; 20140524 21504427; 21707432 21502689; 21705472 21000002; 21506945 21503981; 21504350 21501136; 21505186 21710385 21602558; 21507221 20140777; 21712091 20144769 21513144; 21500179 21506961 21712227; 21707228 21712084; 21507151 21703318 21507879; 21502642 21708325
GML; 21506147 21712084; 21404529 21705472; 21504427 21505282; 21507122 21707228; 21502642 21000002; 21000001 20140777; 21706894 20140524; 20144769 21503981; 21507879 21710720; 21506961 21712798 21504350; 21710385 21500572; 21501136 21500179; 21602558 21708325 21708799; 21506945 21502689 21707432; 20134250 21513144; 21712091 21507221 21503233; 21703318 21505186; 21507151 21712227
GML; 21507879 21710385; 21712798 20144769; 21503233 20140524 21000001; 20134250 21505186; 21708325 21712084; 21505282 21708799; 21504427 21507122; 21500572 21501136; 21504350 21404529 21513144; 21703318 21506147; 21707432 21503981; 21500179 21506961; 21502642 21000002 21507151; 21705472 21707228; 21506945 21710720 20140777; 21712091 21502689; 21706894 21507221; 21712227 21602558
GML; 21404529 21500179; 21503981 21502642; 21000001 20134250; 21707432 21505282; 21506147 21507122 21507151; 21502689 21513144; 21500572 21506961; 21712227 21000002; 21705472 21503233 21712091; 20144769 21507221; 21712084 21501136; 21708325 21712798; 21706894 21504427; 21707228 21703318; 21507879 21506945; 21602558 21505186 21504350; 21708799 21710385 21710720; 20140524 20140777
GML; 21707228 21707432; 21500572 21710720 21501136; 21504427 21404529 21507221; 20140524 21705472; 21502642 21500179; 21712091 21000002; 20140777 21507122; 21706894 21506945; 21712798 21703318; 21505186 21505282; 21708799 21708325; 21507879 20144769; 21502689 21712084; 21506961 21506147; 21503981 21507151; 21712227 21000001; 21602558 21504350; 21513144 21503233; 20134250 21710385
GML; 21503981 21707228; 21513144 21507879; 21707432 20134250; 21712798 21712091; 21000002 21500572 21502642; 21505282 21602558; 21404529 21506945 21706894; 21500179 21504427; 21507151 21506147; 21710720 20140524; 21506961 20144769; 21712227 21503233; 21000001 21712084 21507221; 21502689 21703318; 21504350 21705472; 21501136 21708799 21507122; 21710385 21708325; 20140777 21505186
GML; 21708325 21602558; 21710720 21507879; 21000002 21502689 21506945; 20144769 21506147; 21503981 20140524; 21500179 21707432; 21000001 21503233; 21404529 21501136; 21505186 21507122 21712798; 21507151 21710385; 21703318 21707228; 21504350 21502642; 21507221 20140777; 21500572 21712227 21506961; 21708799 20134250; 21705472 21712084 21712091; 21706894 21505282; 21513144 21504427
GML; 21504350 21712091; 21000002 21712084; 21500179 21501136; 21513144 21507879; 21707432 21602558; 20134250 21506945 21712227; 21710385 21506961; 21503233 21703318; 21505186 21707228; 21507122 20140524; 21500572 21710720; 21708325 21712798; 21000001 21502642 21706894; 21708799 21502689 21404529; 21506147 20144769 21507221; 21705472 20140777; 21505282 21504427; 21507151 21503981
GML; 21602558 21703318; 21506945 21506147; 21000002 21503233 21507221; 21504350 21710720; 21500179 21505186; 21712091 21502689; 21000001 21507879 20134250; 21513144 21708325; 21504427 21500572 21710385; 20140524 21404529; 21706894 21501136; 20140777 21712798; 21705472 21507122; 21506961 21503981; 21502642 21707228; 20144769 21712084 21507151; 21708799 21505282; 21707432 21712227
GML; 21507221 21710720; 21000002 21712227; 21707228 21504427; 21708325 21506961 21500179; 20144769 21505282; 21502689 21712091 21404529; 21602558 21503981 20140777; 21712798 21504350; 21503233 21706894; 21501136 21707432; 21502642 20140524; 21708799 21513144; 21500572 21506147; 21712084 21710385; 21507122 21505186 21506945; 21705472 20134250; 21703318 21507151; 21000001 21507879
GML; 21501136 21708799; 21500572 21710720; 21506147 21404529; 21712084 21707432; 21506945 21707228 21507122; 21703318 21504350; 21507221 21503981 21500179; 21706894 21712798 21505282; 21505186 21708325; 21712227 21506961; 20134250 21712091; 21705472 21504427; 21507151 20140524; 21710385 20144769; 21000001 21602558; 21513144 21502689 21502642; 21507879 21000002; 20140777 21503233
GML; 21506945 21712084; 21505282 21507122 21506961; 21501136 20140524; 21502689 21602558; 21500572 21710385; 21505186 21707432 21507151; 21712227 21000002 21706894; 21707228 21504427; 21506147 21710720; 21513144 21504350; 20144769 21712091; 20140777 21000001; 21404529 21712798; 21708325 21703318; 21507221 21502642 21705472; 20134250 21503233; 21503981 21500179; 21507879 21708799
GML; 21504427 21707228; 20140524 21708325; 21502642 21710385; 21000001 21501136 21708799; 21703318 21712227; 21712091 21506147 21602558; 21500179 21503233; 20134250 20144769; 21506945 21500572; 21505282 21705472 21502689; 21404529 21507221; 21513144 21710720; 21712084 21507151; 21507122 21507879; 21505186 21707432 21000002; 21504350 21706894; 21506961 21503981; 21712798 20140777
GML; 21706894 21000001; 21710720 21404529; 21507221 20140777; 21703318 21712227; 21500572 20144769 21707432; 21505282 21705472 21503981; 21000002 21503233 21712798; 21501136 20140524; 21507151 21502642 21506147; 21712084 21513144; 21504350 21505186; 21712091 21710385; 21708325 21708799; 21507879 20134250; 21506961 21707228; 21507122 21504427; 21506945 21500179; 21502689 21602558
GML; 21712084 21708325; 21500179 21507879; 21712798 21506961 21507122; 21507221 21502642; 20134250 21404529; 21501136 21502689; 21000002 21513144; 21712227 21602558; 21707432 21504427 21712091; 21503981 21708799; 21710385 21507151; 21000001 21703318; 21706894 20140524 21506945; 20144769 21705472 20140777; 21504350 21503233; 21505186 21710720; 21500572 21506147; 21707228 21505282
GML; 21507151 21500572; 21513144 21710385 21503981; 21502642 21707228; 20140524 21504427; 21712227 21708799; 20144769 21712084; 21506945 21000002 21712798; 20140777 21505186; 21507221 21708325 21501136; 21507879 21500179; 21506147 21504350; 21710720 21000001; 21506961 21707432 21712091; 21703318 21602558; 21507122 21505282; 21503233 20134250; 21404529 21705472; 21706894 21502689
GML; 21506147 21507221; 21710720 21507879; 21503981 20140524; 21708325 21506961; 21501136 21503233; 21500179 21507122 21404529; 21502689 21707432; 21504427 21502642; 21712227 21703318 21707228; 21705472 21507151; 21708799 21712798; 20134250 21504350; 21505186 21513144; 21712091 21712084 21710385; 21506945 21706894; 21602558 21000002 21505282; 20144769 20140777; 21000001 21500572
GML; 21500179 21712084; 21506945 21505282; 21706894 21505186; 21500572 21506961; 20140777 21712227 21602558; 21502642 21501136; 21710720 21707432; 20134250 21707228; 21000001 21507879 21503233; 21703318 21507122; 21504350 21506147; 21712091 21710385 21502689; 21708799 21000002; 21708325 21504427; 21513144 21503981; 21705472 21507151; 21712798 21404529; 20140524 21507221 20144769
GML; 21505186 21506147; 21703318 21503233; 21708325 21504350; 21404529 21505282 20140777; 21507122 21503981; 21507221 21506945; 21712084 21507879 21712091; 21513144 21710385; 21708799 21707432; 21506961 21502642 21712227; 21707228 21500572; 21712798 21507151; 21500179 21502689; 21000002 21706894 21602558; 20134250 21501136; 21504427 21710720; 20140524 21000001; 20144769 21705472
GML; 20140524 21507122; 21505282 21503981; 21500572 21404529; 21602558 21506945; 21708799 21500179; 21506147 21712798; 21707432 21710720 21706894; 20144769 21708325 21502689; 21506961 20134250; 21507879 21000001; 21712091 21513144; 21712227 21705472; 21504427 21504350; 21501136 21707228; 21712084 21710385 21502642; 21000002 21503233 21507151; 21703318 20140777; 21507221 21505186
GML; 21707228 21513144; 21710385 21712798; 21706894 21506945; 21712227 21507221; 20134250 21501136 20140777; 21503981 21500572; 21507879 21507122; 21503233 21703318; 21712084 21710720; 21506961 21504427; 21502689 21504350; 21712091 21505186 21000001; 21000002 21404529; 21708799 20144769 20140524; 21502642 21708325; 21705472 21506147 21707432; 21507151 21505282; 21602558 21500179
GML; 21503233 21706894 21710385; 20140777 21712091; 21506147 21707228; 21504427 21710720; 21506961 21500572; 21507122 20140524; 21703318 21507221 21708799; 21506945 21507879; 21513144 21501136 21500179; 21708325 21505186; 21602558 21000001; 21502689 21712798 20144769; 21507151 20134250; 21712227 21000002; 21707432 21705472; 21712084 21504350; 21503981 21404529; 21505282 21502642
GML; 21502642 21507151; 21506961 21506945; 21705472 20134250 21707432; 21404529 21707228; 21503981 20140777; 21000002 21000001 21505282; 21602558 21501136 21712091; 21507122 20144769; 21708799 21506147; 21710720 21712798; 21504350 21706894; 21505186 21703318 21712227; 21504427 21500179; 21503233 21500572; 21712084 21708325; 21507879 21507221; 21502689 20140524; 21513144 21710385
GML; 21501136 21505282; 21708799 21710720; 21507122 20134250; 21506945 21513144; 21708325 21602558; 21507879 21504427; 21707228 20140524; 21502689 20140777; 21000001 21000002 21712084; 21712091 21504350; 20144769 21507221 21503981; 21703318 21502642; 21507151 21503233 21404529; 21707432 21500572; 21712798 21705472 21500179; 21712227 21710385; 21505186 21506961; 21706894 21506147
GML; 20144769 21506147; 21710385 21708325; 21504427 21712798 21507221; 21506945 21503981; 21712091 20134250; 21707432 21602558 21502689; 21707228 21000002; 21506961 21706894; 21404529 21705472; 20140524 21505186; 21708799 21710720; 21505282 21703318 21503233; 20140777 21500572; 21507122 21507879 21500179; 21000001 21712227; 21502642 21712084; 21501136 21507151; 21504350 21513144
GML; 21503233 21404529; 21712084 21501136; 21710720 21513144 21602558; 20144769 20140524; 21703318 21505282 21507221; 21706894 21707228; 20140777 21708799; 21000002 21712227; 21500179 21000001; 21712091 21708325; 21504427 21503981; 21506945 21705472; 21710385 21502689 21506961; 21500572 21507151; 21504350 21507122; 21506147 21505186 20134250; 21502642 21707432; 21507879 21712798
GML; 20140777 21706894; 21500179 21506945; 21500572 21703318 21712798; 21602558 20144769; 21506147 21505186; 20140524 21708325 21507122; 21504350 21710720; 21507879 21712227; 21513144 21505282; 21507221 21710385; 21712091 21708799; 21707432 21503981; 21507151 20134250; 21504427 21000002 21712084; 21705472 21404529; 21503233 21502642; 21502689 21707228; 21000001 21506961 21501136
GML; 21708325 21506147; 21505186 21507122 21708799; 21703318 21504427; 21500179 21500572; 21404529 21602558; 20144769 21712798; 21505282 21502689; 21506961 21707432; 21712227 21712091; 20140524 21705472; 21501136 20134250; 21507221 21513144 21502642; 21706894 21507879 21506945; 21503233 21507151 21504350; 21000001 21710385; 21000002 21707228; 21503981 21710720; 21712084 20140777
GML; 20140524 21000002; 21712084 21500572; 21404529 21513144; 21500179 21705472 21712798; 21503233 21000001; 21706894 21710385; 21506961 20140777; 21505186 21502689; 21602558 21506147 21712091; 21507221 21712227 21703318; 21707432 21507151; 21505282 21708799 20134250; 21507879 21710720; 21707228 21503981; 20144769 21506945; 21504427 21502642; 21504350 21507122; 21708325 21501136
GML; 21504350 21502642; 21506945 21712798; 21503233 21507879; 21710720 21507151 21708799; 21507122 21000001; 21505282 21712091 21707432; 20144769 21503981; 20140777 21501136; 21513144 21506147; 21712227 21500572 21504427; 20140524 21507221; 21703318 21506961 21710385; 21602558 21404529; 21707228 20134250; 21708325 21502689; 21500179 21000002; 21505186 21706894; 21705472 21712084
GML; 21507122 21500179; 21404529 20140524; 21710720 21706894; 21602558 20144769; 21707228 21000002; 21000001 21503233; 21504350 21506945 21506147; 21507879 21712091; 21507151 21712084 21710385; 21504427 21501136; 20140777 21703318; 21505186 21712227; 21505282 21500572 21712798; 21513144 21507221; 21502642 21707432 21708799; 21708325 20134250; 21502689 21506961; 21503981 21705472
GML; 21501136 21708799; 20140524 21404529 20134250; 21503233 21712227; 21705472 21707432; 21712084 21506961; 21506147 21703318; 21507151 21712798; 21507122 21712091; 21708325 21502689 21706894; 21505282 21707228 21504427; 21000001 21500179; 21503981 21000002; 21507221 21505186; 21506945 20144769; 20140777 21507879; 21602558 21504350 21513144; 21502642 21710385; 21500572 21710720
GML; 21712084 21712091; 21712798 21703318; 21505186 21710720; 21507151 21503233; 20140524 21404529 21504350; 21000001 21710385; 21502642 20144769; 21501136 21712227 21500572; 21707432 21706894; 21503981 21507122 21000002; 21506945 21513144 21505282; 21502689 21708799; 21506147 21708325; 21707228 21705472; 21506961 21500179; 20134250 21602558; 20140777 21507879; 21504427 21507221
GML; 21404529 21506147; 21506961 21712798; 20140777 21507879; 20134250 21602558; 21707228 20144769; 21705472 21507221; 21708325 20140524; 21710720 21504350 21505282; 21500572 21708799; 21504427 21503981; 21706894 21505186; 21506945 21000001; 21710385 21502689 21703318; 21000002 21501136 21500179; 21502642 21712091; 21507122 21513144 21503233; 21707432 21712227; 21712084 21507151
GML; 21707228 21703318; 21501136 21712798; 21500179 21502689; 21705472 21500572; 20134250 21504350; 21506945 21708799; 21712227 21000002; 21502642 21513144; 21503233 21706894; 21507879 21602558 20140524; 21506961 21507122; 21708325 21507151 21505282; 21000001 20144769 21712091; 21504427 21404529; 21506147 21507221 20140777; 21503981 21710385; 21710720 21505186; 21712084 21707432
GML; 21503981 21507879; 21712084 21504350; 21602558 21705472 21506945; 21000001 21504427; 21506961 21712091 21507122; 21500179 20140777; 21712798 21513144; 21712227 21506147; 21703318 21000002 21502689; 21708325 20134250; 21505186 21503233; 21707432 21710720; 21500572 21404529; 21707228 20140524; 21507151 21708799; 21507221 21502642; 21710385 21501136; 21505282 20144769 21706894
GML; 21503233 21708325 21507221; 21712084 21707228; 21504427 21710720; 21703318 21710385; 21602558 21500572; 21507879 21000002; 21503981 21501136 21513144; 21707432 21507122; 21705472 21500179; 21506945 21505186; 21506961 21712227; 21712091 21507151; 21502642 21504350 20134250; 21706894 21506147; 21502689 21000001; 21708799 21404529 20140777; 20144769 21712798; 20140524 21505282
GML; 21502689 21507151 21503981; 21703318 21500179 21707228; 21707432 21710385; 21708325 21712798; 20140524 21504427; 21602558 21712084; 21404529 21507221; 21712227 21513144; 21507122 21506961; 21504350 21507879; 21506945 21708799; 20134250 20144769; 21705472 21503233; 21505186 21706894; 21506147 21710720; 20140777 21502642 21505282; 21500572 21712091; 21000002 21501136 21000001
GML; 21502642 20140777 21712091; 21507122 21707228 21504350; 21710385 21000002; 21712227 21500572; 21707432 21712798; 21503233 20140524; 20134250 21507221; 21507151 21505282; 21705472 21507879; 21504427 21503981; 21703318 21513144 21502689; 21712084 21501136; 21708799 21602558; 21708325 21500179; 21505186 21404529 21706894; 21000001 20144769; 21710720 21506961; 21506945 21506147
GML; 20140777 20144769; 20134250 21501136 21712091; 21507221 21705472; 21602558 21708325; 21502689 21710720; 21506945 21708799; 21703318 21000002; 21712227 21506147; 21710385 21707228; 21000001 21506961 21706894; 21500179 21505282; 21503981 21507122; 21505186 21507879 21707432; 21504427 21513144; 21712798 21500572; 21507151 21712084 20140524; 21503233 21502642; 21504350 21404529
